Session_ID,Timestamp,Source_Log,Vehicle_Speed_kmh,Speed_mps,Accel_X_mps2,Accel_Y_mps2,Accel_Z_mps2,Altitude_m,Road_Grade_pct,Heading_deg,Pitch_deg,Roll_deg,Aero_Force_N,Rolling_Resistance_N,Grade_Force_N,Inertial_Force_N,Estimated_Road_Load_N,Estimated_Wheel_Power_kW,Estimated_Wheel_Torque_Nm,Estimated_Motor_Torque_Nm,Battery_Voltage_V,Battery_Current_A,Battery_Power_kW,Available_Charge_Power_kW,Available_Discharge_Power_kW,Battery_SOC_pct,SOC_Display_pct,Battery_SOH_pct,Battery_Max_Temp_C,Battery_Min_Temp_C,Battery_Temp_C,Battery_Temp_Spread_C,Max_Cell_Voltage_V,Min_Cell_Voltage_V,Cell_Voltage_Spread_V,Ambient_Temp_C,Distance_Total_km,Distance_Trip_km,TPMS_FL,TPMS_FR,TPMS_RL,TPMS_RR,TPMS_Avg,Latitude_deg,Longitude_deg,Drive_Context,Estimated_Powertrain_Efficiency_pct,Data_Quality_Flag,Battery_Power_Calculated_kW,TPMS_Avg_Calculated,Cal_cell_voltage_spread,Cell_Spread_Difference,Battery_Temp_Spread_Calculated_C,Battery_Temp_Spread_Difference,Speed_Calculated_mps,Speed_Difference_mps,Driving_Mode,Driving_Behaviour,Road_Load_Calculated_N,Road_Load_Difference_N,Dominant_Road_Load_Component,SOC_State,Battery_Temp_State,Cell_Voltage_Balance_State
EV6_628CEDEA,2022-05-24 06:08:45+00:00,00000008-628CEDEA,4.4464,1.2351,-0.2225,1.095,10.005,72.6,15.0,326.0,2.78,-0.54,0.5873,227.0143,2837.6787,-433.875,2631.4053,3.2501,815.7356,99.48,772.0,1.3,1.0036,153.81,277.0,90.0,92.0,100.0,15.0,14.0,14.0,1.0,4.02,4.02,0.0,,304.0,12519.6,37.2,37.2,37.2,37.2,37.2,56.1668,10.2101,Stop_or_Crawl,323.842,OK,1.0,37.2,0.0,0.0,1.0,0.0,1.235111111111111,-1.1111111110961858e-05,Crawl,Coasting,2631.4053,0.0,Grade_Force_N,Very High,Normal,Low
EV6_628CEDEA,2022-05-24 06:08:50+00:00,00000008-628CEDEA,4.0254,1.1182,0.8163,0.8112,10.0357,73.26,11.805,258.98,2.72,-2.04,0.4813,227.971,2242.672,1591.8367,4062.9611,4.5431,1259.5179,153.5997,771.3,12.3,9.487,153.81,277.0,90.0,92.0,100.0,15.0,14.0,14.0,1.0,4.02,4.0,0.02,,304.0,12538.8,37.2,37.2,37.2,37.2,37.2,56.1669,10.2099,Stop_or_Crawl,47.8873,OK,9.49,37.2,0.0199999999999995,4.2674197509029455e-16,1.0,0.0,1.1181666666666668,3.333333333332966e-05,Crawl,Accelerating,4062.9610000000002,9.999999974752427e-05,Grade_Force_N,Very High,Normal,Low
EV6_628CEDEA,2022-05-24 06:08:55+00:00,00000008-628CEDEA,6.3783,1.7717,-0.2321,0.0918,9.9847,73.625,5.6014,249.375,-0.05,-3.5,1.2085,229.1947,1069.8369,-452.6786,847.5615,1.5017,262.7441,32.042,772.2,6.1,4.7104,153.81,277.0,90.0,92.0,100.0,15.0,14.0,14.0,1.0,4.02,4.02,0.0,13.0,304.0,12560.25,37.2,37.2,37.2,37.2,37.2,56.1668,10.2096,Urban,31.8794,OK,4.71,37.2,0.0,0.0,1.0,0.0,1.77175,-4.999999999988347e-05,Crawl,Coasting,847.5615,0.0,Grade_Force_N,Very High,Normal,Low
EV6_628CEDEA,2022-05-24 06:09:00+00:00,00000008-628CEDEA,3.5738,0.9927,-1.25,0.1071,10.0383,73.36,5.6014,248.62,-1.04,-2.84,0.3794,229.1947,1069.8369,-2437.5,-1138.089,-1.1298,-352.8076,-43.0253,774.6,-8.0,-6.1968,153.81,277.0,90.0,92.0,100.0,15.0,14.0,14.0,1.0,4.02,4.02,0.0,13.0,304.0,12591.4,37.2,37.2,37.2,37.2,37.2,56.1667,10.2091,Stop_or_Crawl,,OK,-6.2,37.2,0.0,0.0,1.0,0.0,0.9927222222222222,-2.222222222214576e-05,Crawl,Braking,-1138.089,0.0,Inertial_Force_N,Very High,Normal,Low
EV6_628CEDEA,2022-05-24 06:09:05+00:00,00000008-628CEDEA,1.2854,0.3571,-0.5893,0.477,10.0383,73.46,4.1203,214.52,-1.44,-2.22,0.0491,229.3594,787.5155,-1149.1071,-132.1832,-0.0472,-40.9768,-4.9972,773.5,0.0,0.0,153.81,277.0,90.0,92.0,100.0,15.0,14.0,14.0,1.0,4.02,4.02,0.0,,304.0,12607.4,37.2,37.2,37.2,37.2,37.2,56.1667,10.209,Stop_or_Crawl,,OK,0.0,37.2,0.0,0.0,1.0,0.0,0.3570555555555555,4.444444444440254e-05,Crawl,Braking,-132.18309999999997,-0.00010000000003174137,Inertial_Force_N,Very High,Normal,Low
EV6_628CEDEA,2022-05-24 06:09:10+00:00,00000008-628CEDEA,0.6404,0.1779,-0.815,0.54,10.0225,73.4,-5.3389,167.38,-2.26,-1.36,0.0122,229.2275,-1019.8439,-1589.25,-2379.8541,-0.4233,-737.7548,-89.9701,773.6,0.7,0.5415,153.81,277.0,90.0,92.0,100.0,15.0,14.0,14.0,1.0,4.02,4.02,0.0,13.0,304.0,12614.0,37.2,37.2,37.2,37.2,37.2,56.1667,10.209,Stop_or_Crawl,,OK,0.54,37.2,0.0,0.0,1.0,0.0,0.1778888888888888,1.1111111111128393e-05,Crawl,Braking,-2379.8541999999998,9.999999974752427e-05,Inertial_Force_N,Very High,Normal,Low
EV6_628CEDEA,2022-05-24 06:09:15+00:00,00000008-628CEDEA,0.1458,0.0405,-0.6199,0.4821,10.0153,73.575,-5.3389,154.8,-2.1,-0.725,0.0006,229.2275,-1019.8439,-1208.801,-1999.4167,-0.0809,-619.8192,-75.5877,773.5,1.6,1.2376,153.81,277.0,90.0,92.0,100.0,15.0,14.0,14.0,1.0,4.02,4.02,0.0,,304.0,12618.25,37.2,37.2,37.2,37.2,37.2,56.1667,10.209,Stop_or_Crawl,-6.5408,OK,1.24,37.2,0.0,0.0,1.0,0.0,0.0405,0.0,Crawl,Braking,-1999.4168,9.999999997489795e-05,Inertial_Force_N,Very High,Normal,Low
EV6_628CEDEA,2022-05-24 06:09:20+00:00,00000008-628CEDEA,0.1534,0.0426,-0.7526,0.5153,10.0459,73.24,5.6014,153.52,-2.44,-0.46,0.0007,229.1947,1069.8369,-1467.4745,-168.4421,-0.0072,-52.2171,-6.3679,773.6,1.7,1.3151,153.81,277.0,90.0,92.0,100.0,15.0,14.0,14.0,1.0,4.02,4.02,0.0,13.0,304.0,12619.6,37.2,37.2,37.2,37.2,37.2,56.1667,10.209,Stop_or_Crawl,-0.5458,OK,1.32,37.2,0.0,0.0,1.0,0.0,0.0426111111111111,-1.1111111111114512e-05,Crawl,Braking,-168.44219999999996,9.999999994647624e-05,Inertial_Force_N,Very High,Normal,Low
EV6_628CEDEA,2022-05-24 06:09:25+00:00,00000008-628CEDEA,0.334,0.0928,-0.5051,0.5077,10.0255,71.48,7.2973,152.2,-2.14,-0.24,0.0033,228.9452,1392.2345,-984.949,636.2341,0.059,197.2326,24.0528,773.4,2.1,1.6241,153.81,277.0,90.0,92.0,100.0,15.0,14.0,14.0,1.0,4.02,4.02,0.0,,304.0,12621.2,37.2,37.2,37.2,37.2,37.2,56.1667,10.209,Stop_or_Crawl,3.6344,OK,1.62,37.2,0.0,0.0,1.0,0.0,0.0927777777777777,2.222222222221515e-05,Crawl,Braking,636.234,9.999999997489795e-05,Grade_Force_N,Very High,Normal,Low
EV6_628CEDEA,2022-05-24 06:09:30+00:00,00000008-628CEDEA,0.592,0.1644,-0.5026,0.5128,10.0128,71.54,11.1486,151.84,-1.8,-0.28,0.0104,228.1406,2119.5492,-979.9745,1367.7257,0.2249,423.995,51.7067,773.4,2.1,1.6241,153.81,277.0,90.0,92.0,100.0,15.0,14.0,14.0,1.0,4.02,4.02,0.0,13.0,304.0,12623.6,37.2,37.2,37.2,37.2,37.2,56.1667,10.209,Stop_or_Crawl,13.8482,OK,1.62,37.2,0.0,0.0,1.0,0.0,0.1644444444444444,-4.44444444444303e-05,Crawl,Braking,1367.7256999999997,2.2737367544323206e-13,Grade_Force_N,Very High,Normal,Low
EV6_628CEDEA,2022-05-24 06:09:35+00:00,00000008-628CEDEA,0.122,0.0339,-0.765,0.5,10.01,71.86,7.2973,155.6,-2.14,-0.38,0.0004,228.9452,1392.2345,-1491.75,129.4302,0.0044,40.1234,4.8931,773.6,0.7,0.5415,153.81,277.0,90.0,92.0,100.0,15.0,14.0,14.0,1.0,4.02,4.02,0.0,,304.0,12626.2,37.2,37.2,37.2,37.2,37.2,56.1667,10.209,Stop_or_Crawl,,OK,0.54,37.2,0.0,0.0,1.0,0.0,0.0338888888888888,1.1111111111114512e-05,Crawl,Braking,129.43010000000004,9.999999997489795e-05,Inertial_Force_N,Very High,Normal,Low
EV6_628CEDEA,2022-05-24 06:09:40+00:00,00000008-628CEDEA,0.0247,0.0069,-0.6433,0.5,10.0244,72.1333,11.1486,155.7,-2.3,-0.3,0.0,228.1406,2119.5492,-1254.4207,1093.2691,0.0075,338.9134,41.3309,,,,,,,,,,,,,,,,,304.0,12627.0,,,,,,56.1667,10.209,Stop_or_Crawl,,OK,,,,,,,0.0068611111111111,3.8888888888888654e-05,Crawl,Braking,1093.2691000000002,-2.2737367544323206e-13,Grade_Force_N,Unknown,Unknown,Unknown
EV6_628CEDEC,2022-05-24 06:10:45+00:00,00000001-628CEDEC,,,,,,,,,,,0.0,229.554,0.0,0.0,229.554,0.0,71.1617,8.6783,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,OK,,,,,,,,,Unknown,Unknown,229.554,0.0,Rolling_Resistance_N,Unknown,Unknown,Unknown
EV6_628CEDEC,2022-05-24 06:10:50+00:00,00000001-628CEDEC,,,,,,,,,,,0.0,229.554,0.0,0.0,229.554,0.0,71.1617,8.6783,773.8,2.1,1.625,153.81,277.0,90.0,92.0,100.0,15.0,14.0,14.0,1.0,4.02,4.02,0.0,,,,37.2,37.2,37.2,37.2,37.2,,,,0.0,OK,1.62,37.2,0.0,0.0,1.0,0.0,,,Unknown,Unknown,229.554,0.0,Rolling_Resistance_N,Very High,Normal,Low
EV6_628CEDEC,2022-05-24 06:10:55+00:00,00000001-628CEDEC,,,,,,,9.75,,,,0.0,228.4706,1856.3238,0.0,2084.7944,0.0,646.2863,78.8154,774.0,0.8,0.6192,153.81,277.0,90.0,92.0,100.0,15.0,14.0,14.0,1.0,4.02,4.02,0.0,,,,37.2,37.2,37.2,37.2,37.2,,,,,OK,0.62,37.2,0.0,0.0,1.0,0.0,,,Unknown,Unknown,2084.7943999999998,4.547473508864641e-13,Grade_Force_N,Very High,Normal,Low
EV6_628CEDEC,2022-05-24 06:11:00+00:00,00000001-628CEDEC,0.1615,0.0449,-0.875,0.4792,9.9792,72.7,15.0,156.25,-2.6,-0.35,0.0008,227.0143,2837.6787,-1706.25,1358.4438,0.0609,421.1176,51.3558,773.8,2.3,1.7797,153.81,277.0,90.0,92.0,100.0,15.0,14.0,14.0,1.0,4.02,4.02,0.0,13.0,304.0,0.5,37.2,37.2,37.2,37.2,37.2,56.1667,10.209,Stop_or_Crawl,3.4242,OK,1.78,37.2,0.0,0.0,1.0,0.0,0.0448611111111111,3.888888888889386e-05,Crawl,Braking,1358.4438,0.0,Grade_Force_N,Very High,Normal,Low
EV6_628CEDEC,2022-05-24 06:11:05+00:00,00000001-628CEDEC,0.32,0.0889,-0.5,0.485,10.0225,72.72,9.75,155.34,-2.14,-0.36,0.003,228.4706,1856.3238,-975.0,1109.7974,0.0986,344.0372,41.9558,773.8,1.6,1.2381,153.81,277.0,90.0,92.0,100.0,15.0,14.0,14.0,1.0,4.02,4.02,0.0,13.0,304.0,1.0,37.2,37.2,37.2,37.2,37.2,56.1667,10.2089,Stop_or_Crawl,7.9679,OK,1.24,37.2,0.0,0.0,1.0,0.0,0.0888888888888888,1.1111111111114512e-05,Crawl,Coasting,1109.7974,0.0,Grade_Force_N,Very High,Normal,Low
EV6_628CEDEC,2022-05-24 06:11:10+00:00,00000001-628CEDEC,0.099,0.0275,-0.6735,0.523,10.0281,73.225,9.75,154.225,-2.05,-0.25,0.0003,228.4706,1856.3238,-1313.2653,771.5294,0.0212,239.1741,29.1676,773.9,0.9,0.6965,153.81,277.0,90.0,92.0,100.0,15.0,14.0,14.0,1.0,4.02,4.02,0.0,,304.0,2.0,37.2,37.2,37.2,37.2,37.2,56.1667,10.2089,Stop_or_Crawl,,OK,0.7,37.2,0.0,0.0,1.0,0.0,0.0275,0.0,Crawl,Braking,771.5293999999999,1.1368683772161603e-13,Grade_Force_N,Very High,Normal,Low
EV6_628CEDEC,2022-05-24 06:11:15+00:00,00000001-628CEDEC,0.0164,0.0046,-0.6709,0.5306,9.9617,73.4,9.75,153.78,-2.12,-0.26,0.0,228.4706,1856.3238,-1308.2908,776.5036,0.0035,240.7161,29.3556,774.0333333333333,1.4666666666666668,,153.81,277.0,90.0,92.0,100.0,,,14.666666666666666,,4.02,4.02,,,304.0,2.0,37.2,37.2,37.2,37.2,,56.1667,10.2089,Stop_or_Crawl,,OK,1.14,37.2,0.0,,,,0.0045555555555555,4.4444444444444176e-05,Crawl,Braking,776.5035999999998,2.2737367544323206e-13,Grade_Force_N,Very High,Normal,Unknown
EV6_628CEDEC,2022-05-24 06:11:20+00:00,00000001-628CEDEC,0.122,0.0339,-0.5875,0.4875,9.9875,73.3,9.75,153.7,-1.9,-0.3,0.0004,228.4706,1856.3238,-1145.625,939.1698,0.0318,291.1427,35.5052,774.1666666666666,2.0333333333333337,,156.18,277.0,90.0,,,,,15.333333333333334,,4.02,4.02,,,304.0,2.0,37.2,37.2,37.2,37.2,,56.1667,10.2089,Stop_or_Crawl,,OK,1.57,37.2,0.0,,,,0.0338888888888888,1.1111111111114512e-05,Crawl,Braking,939.1697999999997,3.410605131648481e-13,Grade_Force_N,Very High,Normal,Unknown
EV6_628CEDEC,2022-05-24 13:40:15+00:00,00000001-628CEDEC,1.53195,,0.0249999999999999,0.9916666666666668,9.95,73.3,15.0,135.679175,-1.433325,-0.179175,0.0,227.0143,2837.6787,0.0,3064.693,0.0,950.0548,115.8603,774.3,2.6,2.0132,158.55,277.0,90.0,92.0,100.0,16.0,15.0,16.0,1.0,4.02,4.02,0.0,18.0,,,37.2,37.2,37.2,37.2,37.2,56.1667,10.208975,,0.0,OK,2.01,37.2,0.0,0.0,1.0,0.0,0.4255416666666667,,Crawl,Coasting,3064.6929999999998,4.547473508864641e-13,Grade_Force_N,Very High,Normal,Low
EV6_628CEDEC,2022-05-24 13:40:20+00:00,00000001-628CEDEC,2.9419,,0.6374999999999998,1.4958333333333331,9.9125,73.3,-1.8503,117.65834999999998,-0.96665,-0.05835,0.0,229.5147,-353.8961,0.0,-124.3814,-0.0,-38.5582,-4.7022,774.3,2.2,1.7035,158.55,277.0,90.0,92.0,100.0,16.0,15.0,16.0,1.0,4.02,4.02,0.0,18.0,,,37.2,37.2,37.2,37.2,37.2,56.1667,10.20905,,-0.0,OK,1.7,37.2,0.0,0.0,1.0,0.0,0.8171944444444444,,Crawl,Accelerating,-124.38139999999999,-1.4210854715202004e-14,Grade_Force_N,Very High,Normal,Low
EV6_628CEDEC,2022-05-24 13:40:25+00:00,00000001-628CEDEC,4.35185,,1.25,2.0,9.875,73.3,-15.0,99.637525,-0.499975,0.062475,0.0,227.0143,-2837.6787,2437.5,-173.1644,-0.0,-53.681,-6.5465,772.4,16.1,12.4356,158.55,277.0,90.0,92.0,100.0,16.0,15.0,16.0,1.0,4.02,4.02,0.0,18.0,,,37.2,37.2,37.2,37.2,37.2,56.1667,10.209125,,-0.0,OK,12.44,37.2,0.0,0.0,1.0,0.0,1.2088472222222222,,Crawl,Accelerating,-173.16440000000011,1.1368683772161603e-13,Grade_Force_N,Very High,Normal,Low
EV6_628CEDEC,2022-05-24 13:40:30+00:00,00000001-628CEDEC,5.7618,1.6005,0.3111,0.9333,10.0333,73.3,-15.0,81.6167,-0.0333,0.1833,0.9862,227.0143,-2837.6787,606.6667,-2003.0116,-3.2058,-620.9336,-75.7236,773.5,6.1,4.7183,158.55,277.0,90.0,92.0,100.0,16.0,15.0,16.0,1.0,4.02,4.02,0.0,18.0,304.0,15.0,37.2,37.2,37.2,37.2,37.2,56.1667,10.2092,Urban,-67.9441,OK,4.72,37.2,0.0,0.0,1.0,0.0,1.6005,0.0,Crawl,Coasting,-2003.0114999999998,-0.00010000000020227162,Grade_Force_N,Very High,Normal,Low
EV6_628CEDEC,2022-05-24 13:40:35+00:00,00000001-628CEDEC,7.0042,1.9456,-0.7449,0.5816,9.9745,73.12,-15.0,79.22,-1.36,0.24,1.4573,227.0143,-2837.6787,-1452.551,-4061.7581,-7.9026,-1259.145,-153.5543,776.0,-11.7,-9.0792,159.33,277.0,90.0,92.0,100.0,16.0,15.0,16.0,1.0,4.04,4.02,0.02,18.0,304.0,50.6,37.2,37.2,37.2,37.2,37.2,56.1668,10.2098,Urban,,OK,-9.08,37.2,0.0200000000000004,-4.614364446098307e-16,1.0,0.0,1.945611111111111,-1.1111111110961858e-05,Crawl,Braking,-4061.7581,0.0,Grade_Force_N,Very High,Normal,Low
EV6_628CEDEC,2022-05-24 13:40:40+00:00,00000001-628CEDEC,3.5558,0.9877,-1.2143,0.0204,9.9566,72.36,-15.0,99.88,-4.3,0.04,0.3756,227.0143,-2837.6787,-2367.8571,-4978.146,-4.917,-1543.2252,-188.1982,773.7,6.9,5.3385,158.55,277.0,90.0,92.0,100.0,16.0,15.0,16.0,1.0,4.02,4.02,0.0,,304.0,79.8,37.2,37.2,37.2,37.2,37.2,56.1668,10.2101,Stop_or_Crawl,-92.1045,OK,5.34,37.2,0.0,0.0,1.0,0.0,0.9877222222222222,-2.222222222214576e-05,Crawl,Braking,-4978.1458999999995,-0.00010000000020227162,Grade_Force_N,Very High,Normal,Low
EV6_628CEDEC,2022-05-24 13:40:45+00:00,00000001-628CEDEC,6.6256,1.8404,-0.0153,-0.0051,10.0485,70.6,-15.0,164.98,-3.88,0.52,1.304,227.0143,-2837.6787,-29.8469,-2639.2073,-4.8573,-818.1543,-99.7749,773.6,5.8,4.4869,158.55,277.0,89.5,92.0,100.0,16.0,15.0,16.0,1.0,4.02,4.02,0.0,,304.0,101.4,37.2,37.2,37.2,37.2,37.2,56.1667,10.2103,Urban,-108.2559,OK,4.49,37.2,0.0,0.0,1.0,0.0,1.8404444444444443,-4.444444444451357e-05,Crawl,Coasting,-2639.2073,0.0,Grade_Force_N,Very High,Normal,Low
EV6_628CEDEC,2022-05-24 13:40:50+00:00,00000001-628CEDEC,9.8178,2.7272,-0.4425,0.75,10.015,67.88,-15.0,166.74,-3.42,-0.38,2.8632,227.0143,-2837.6787,-862.875,-3470.6762,-9.4651,-1075.9096,-131.2085,774.2,1.5,1.1613,159.33,277.0,89.5,92.0,100.0,16.0,15.0,16.0,1.0,4.02,4.02,0.0,,304.0,142.2,37.8,37.2,37.8,37.2,37.5,56.1663,10.2104,Urban,-815.0446,OK,1.16,37.5,0.0,0.0,1.0,0.0,2.7271666666666667,3.333333333310762e-05,Crawl,Coasting,-3470.6762,0.0,Grade_Force_N,Very High,Normal,Low
EV6_628CEDEC,2022-05-24 13:40:55+00:00,00000001-628CEDEC,8.7762,2.4378,-1.3776,0.1046,10.0204,65.95,-15.0,154.9,-3.525,-0.275,2.2879,227.0143,-2837.6787,-2686.2245,-5294.6009,-12.9074,-1641.3263,-200.1617,777.3,-17.0,-13.2141,159.33,277.0,90.0,92.0,100.0,16.0,15.0,16.0,1.0,4.04,4.04,0.0,,304.0,196.5,37.8,37.2,37.8,37.2,37.5,56.1659,10.2107,Urban,,OK,-13.21,37.5,0.0,0.0,1.0,0.0,2.4378333333333333,-3.333333333310762e-05,Crawl,Braking,-5294.601,9.999999929277692e-05,Grade_Force_N,Very High,Normal,Low
EV6_628CEDEC,2022-05-24 13:41:00+00:00,00000001-628CEDEC,7.62,2.1167,-0.4362,-0.125,9.8801,63.9,-15.0,211.04,-4.28,0.32,1.7248,227.0143,-2837.6787,-850.6378,-3459.5774,-7.3228,-1072.469,-130.7889,778.5,-28.8,-22.4208,158.55,277.0,90.0,92.0,100.0,16.0,15.0,16.0,1.0,4.04,4.04,0.0,,304.0,229.6,37.8,37.2,37.8,37.2,37.5,56.1657,10.2106,Urban,,OK,-22.42,37.5,0.0,0.0,1.0,0.0,2.1166666666666667,3.333333333310762e-05,Crawl,Coasting,-3459.5774,0.0,Grade_Force_N,Very High,Normal,Low
EV6_628CEDEC,2022-05-24 13:41:05+00:00,00000001-628CEDEC,5.1896,1.4416,-2.1122,0.2474,10.0663,60.32,-15.0,205.58,-4.26,-2.46,0.8,227.0143,-2837.6787,-4118.8776,-6728.7419,-9.6999,-2085.91,-254.3793,773.4,12.8,9.8995,158.55,277.0,90.0,92.0,100.0,16.0,15.0,16.0,1.0,4.02,4.02,0.0,18.0,304.0,265.0,0.0,0.0,0.0,38.0,9.5,56.1654,10.2103,Urban,-97.9831,OK,9.9,9.5,0.0,0.0,1.0,0.0,1.4415555555555557,4.444444444429152e-05,Crawl,Braking,-6728.742,0.00010000000020227162,Inertial_Force_N,Very High,Normal,Low
EV6_628CEDEC,2022-05-24 13:41:10+00:00,00000001-628CEDEC,6.144,1.7067,1.3316,-0.6709,10.1071,60.06,-3.0469,272.64,1.16,0.0,1.1213,229.4475,-582.5816,2596.6837,2244.6709,3.8309,695.848,84.8595,768.3,44.1,33.882,158.55,277.0,90.0,92.0,100.0,16.0,15.0,16.0,1.0,4.0,3.98,0.02,,304.0,289.0,0.0,0.0,0.0,38.0,9.5,56.1653,10.21,Urban,11.3066,OK,33.88,9.5,0.02,-1.7347234759768068e-17,1.0,0.0,1.7066666666666666,3.333333333355171e-05,Crawl,Accelerating,2244.6709,0.0,Inertial_Force_N,Very High,Normal,Low
EV6_628CEDEC,2022-05-24 13:41:15+00:00,00000001-628CEDEC,9.8202,2.7278,-0.58,0.63,10.0075,60.52,2.4506,290.32,0.3,0.56,2.8646,229.4851,468.6375,-1131.0,-430.0128,-1.173,-133.304,-16.2566,774.5,0.1,0.0774,159.33,277.0,89.5,92.0,100.0,16.0,15.0,16.0,1.0,4.02,4.02,0.0,,304.0,331.6,0.0,0.0,0.0,38.0,9.5,56.1655,10.2094,Urban,,OK,0.08,9.5,0.0,0.0,1.0,0.0,2.7278333333333333,-3.333333333355171e-05,Crawl,Braking,-430.01279999999997,-5.684341886080802e-14,Inertial_Force_N,Very High,Normal,Low
EV6_628CEDEC,2022-05-24 13:41:20+00:00,00000001-628CEDEC,8.9612,2.4892,0.2168,0.4566,10.0536,60.825,2.4506,290.175,0.5,-0.35,2.3854,229.4851,468.6375,422.8316,1123.3396,2.7963,348.2353,42.4677,774.8,-4.4,-3.4091,159.33,277.0,89.5,92.0,100.0,16.0,15.0,16.0,1.0,4.02,4.02,0.0,,304.0,375.25,0.0,0.0,0.0,38.0,9.5,56.1656,10.2087,Urban,,OK,-3.41,9.5,0.0,0.0,1.0,0.0,2.4892222222222222,-2.2222222222367805e-05,Crawl,Coasting,1123.3396,0.0,Grade_Force_N,Very High,Normal,Low
EV6_628CEDEC,2022-05-24 13:41:25+00:00,00000001-628CEDEC,7.0944,1.9707,-1.2781,0.0383,10.0459,61.46,2.4506,287.38,0.12,-3.52,1.4951,229.4851,468.6375,-2492.2194,-1792.6018,-3.5326,-555.7065,-67.7691,774.2,2.4,1.8581,159.33,277.0,89.5,92.0,100.0,16.0,15.0,16.0,1.0,4.02,4.02,0.0,,304.0,423.0,0.0,38.0,0.0,38.0,19.0,56.1657,10.208,Urban,-190.1221,OK,1.86,19.0,0.0,0.0,1.0,0.0,1.9706666666666668,3.333333333310762e-05,Crawl,Braking,-1792.6017,-9.999999997489795e-05,Inertial_Force_N,Very High,Normal,Low
EV6_628CEDEC,2022-05-24 13:41:30+00:00,00000001-628CEDEC,5.0166,1.3935,1.0867,1.8367,10.1454,63.52,2.4506,242.7,-1.44,-2.86,0.7476,229.4851,468.6375,2119.1327,2818.0028,3.9269,873.5809,106.5343,769.0,38.8,29.8372,159.33,277.0,89.5,92.0,100.0,16.0,15.0,16.0,1.0,4.0,4.0,0.0,,304.0,453.2,0.0,38.0,0.0,38.0,19.0,56.1657,10.2081,Urban,13.161,OK,29.84,19.0,0.0,0.0,1.0,0.0,1.3935000000000002,-2.220446049250313e-16,Crawl,Accelerating,2818.0029,-9.999999974752427e-05,Inertial_Force_N,Very High,Normal,Low
EV6_628CEDEC,2022-05-24 13:41:35+00:00,00000001-628CEDEC,13.6166,3.7824,0.9107,1.1709,10.0485,61.5,-10.6811,167.16,-4.1,0.12,5.5076,228.2557,-2031.6809,1775.8929,-22.0247,-0.0833,-6.8277,-0.8326,769.1,28.9,22.227,159.33,277.0,89.5,92.0,100.0,16.0,15.0,16.0,1.0,4.0,4.0,0.0,,304.0,499.8,38.0,38.0,37.8,37.4,37.8,56.1653,10.2081,Urban,-0.3748,OK,22.23,37.8,0.0,0.0,1.0,0.0,3.782388888888889,1.1111111111183902e-05,City,Accelerating,-22.02469999999994,-6.039613253960852e-14,Grade_Force_N,Very High,Normal,Low
EV6_628CEDEC,2022-05-24 13:41:40+00:00,00000001-628CEDEC,19.4644,5.4068,-0.551,0.7041,10.0255,55.02,-15.0,165.16,-4.56,0.46,11.2541,227.0143,-2837.6787,-1074.4898,-3673.9001,-19.864,-1138.909,-138.8913,777.5,-29.0,-22.5475,160.1,277.0,89.5,91.5,100.0,16.0,15.0,16.0,1.0,4.04,4.04,0.0,,304.0,594.6,38.0,38.0,37.8,37.4,37.8,56.1646,10.2085,Urban,,OK,-22.55,37.8,0.0,0.0,1.0,0.0,5.406777777777778,2.2222222221479623e-05,City,Braking,-3673.9001,0.0,Grade_Force_N,Very High,Normal,Low
EV6_628CEDEC,2022-05-24 13:41:45+00:00,00000001-628CEDEC,20.2894,5.6359,-0.9525,0.6075,10.07,46.92,-15.0,164.6,-4.52,0.08,12.2283,227.0143,-2837.6787,-1857.375,-4455.8111,-25.1127,-1381.3014,-168.4514,776.4,-16.0,-12.4224,159.33,277.0,89.5,92.0,100.0,16.0,15.0,16.0,1.0,4.04,4.04,0.0,,305.0,694.6,38.0,38.0,37.8,37.4,37.8,56.1637,10.2089,Urban,,OK,-12.42,37.8,0.0,0.0,1.0,0.0,5.635944444444444,-4.444444444384743e-05,City,Braking,-4455.8111,0.0,Grade_Force_N,Very High,Normal,Low
EV6_628CEDEC,2022-05-24 13:41:50+00:00,00000001-628CEDEC,20.3188,5.6441,-1.1837,0.5485,10.1046,39.62,-15.0,165.14,-3.58,0.18,12.2638,227.0143,-2837.6787,-2308.1633,-4906.5639,-27.6932,-1521.0348,-185.4921,780.0,-38.7,-30.186,159.33,277.0,89.5,92.0,100.0,16.0,15.0,16.0,1.0,4.06,4.04,0.02,,305.0,792.2,38.0,38.0,37.8,37.4,37.8,56.1628,10.2094,Urban,,OK,-30.19,37.8,0.0199999999999995,4.2674197509029455e-16,1.0,0.0,5.644111111111111,-1.1111111111183902e-05,City,Braking,-4906.5639,0.0,Grade_Force_N,Very High,Normal,Low
